"","Establishment.ID","Inspection.ID","Establishment.Name","Severity","Latitude","Longitude"
"3310",10304703,105063317,"IMPERIAL COFFEE & SERVICE INC.","NA",43.75327,-79.46642
"3311",10304953,105304621,"FOREST HILL PLACE","C",43.70625,-79.42524
"3312",10304970,105460791,"BANH MI NHU' LAN TAKE OUT","S",43.75616,-79.51797
"3313",10305107,105016090,"OSSINGTON MINIMART","NA",43.66214,-79.42536
"3314",10305346,105167545,"ROSE AVENUE CHILD CARE","NA",43.67017,-79.37251
"3315",10305590,105415249,"TIM HORTONS","S",43.80923,-79.26932
"3316",10305790,105218222,"TASTE OF SHAWARMA","C",43.70106,-79.45211
"3317",10306013,105128833,"PIZZA NOVA","NA",43.77936,-79.36435
"3318",10306084,105047895,"SHING HING FOOD","NA",43.82416,-79.30253
"3319",10306091,105084988,"MR. CHEAP VARIETY","S",43.73128,-79.41887
"3320",10306195,105077167,"TIM HORTONS","NA",43.78499,-79.31002
"3321",10306302,105475468,"IRIE VEGGIE VEGETARIAN","S",43.69013,-79.47387
"3322",10306320,105089129,"TIM HORTONS","M",43.71156,-79.5906
"3323",10306559,105041093,"THE GREEN POST HEALTH & BEAUTY","NA",43.6543,-79.40192
"3324",10306560,105431679,"FIT FOR LIFE","C",43.70747,-79.39679
"3325",10306585,105085654,"WANDA'S PIE IN THE SKY","S",43.65622,-79.4027
"3326",10306586,105074913,"STEVE'S CATERING #0361","M",43.65351,-79.38411
"3327",10306595,105197678,"PETRO CANADA NEIGHBOURS","M",43.7513,-79.45719
"3328",10306683,105472156,"N-ZARAFONITIS #944","M",43.65351,-79.38411
"3329",10306801,105065925,"SHINING GOLD IMPORT & EXPORT PRODUCTS","NA",43.65262,-79.3979
"3330",10306875,105193797,"SEARA BAKERY","C",43.70278,-79.47647
"3331",10306882,105228803,"TASTY SHAWARMA","M",43.77598,-79.3182
"3332",10307048,105040918,"MANPUKU","M",43.65365,-79.39099
"3333",10307146,105170571,"BENGALI SWEETS & RESTAURANT","M",43.73857,-79.56537
"3334",10307211,105011226,"LUCKY WOK","M",43.73164,-79.46375
"3335",10307265,105031992,"STOP 33 MEAT SHOPPE","NA",43.67374,-79.47184
"3336",10307666,105339145,"TOMMY'S GRILL AND BAR","M",43.6818,-79.33196
"3337",10307901,105041511,"ASIAN LEGEND","S",43.78842,-79.2673
"3338",10307992,105057869,"PEOPLE'S DRUG MART","NA",43.71914,-79.42889
"3339",10308169,105187495,"BROADVIEW ESPRESSO","C",43.67852,-79.35822
"3340",10308247,105061896,"PAT'S HOMESTYLE JAMAICAN RESTAURANT","M",43.64746,-79.40318
"3341",10308442,105410752,"MALAYSIAN GARAM MASALA","M",43.80927,-79.26368
"3342",10308605,105452408,"ALL MY CHILDREN","M",43.80815,-79.27107
"3343",10308657,105074992,"CALIFORNIA THAI","M",43.65669,-79.38069
"3344",10308831,105018497,"JACK ASTOR'S BAR & GRILL","C",43.65669,-79.38069
"3345",10308846,105018500,"STARBUCKS COFFEE CANADA","S",43.65669,-79.38069
"3346",10308854,105345668,"SUBWAY","S",43.6598,-79.38879
"3347",10309042,105043702,"METRO DISTRIBUTION CENTRE (COLD CHAIN)","NA",43.62976,-79.55028
"3348",10309080,105039248,"RIVI'S GUILT FREE COOKIES","NA",43.76367,-79.47745
"3349",10309376,105210219,"AUNT ELSIES CARIBBEAN KITCHEN","M",43.73609,-79.2499
"3350",10309601,105015387,"DIAMOND BEACH SPORTS","NA",43.65392,-79.59498
"3351",10309616,105168832,"GIANT TIGER","M",43.71969,-79.56962
"3352",10310044,105447892,"OPERA BOB'S PUBLIC HOUSE","C",43.64942,-79.42027
"3353",10310261,105150132,"TIM HORTONS","M",43.66465,-79.38764
"3354",10310364,105088122,"SUPERSTORE CONVENIENCE STORE","NA",43.79956,-79.30685
"3355",10310483,105074544,"GREENDALE DRUGS","NA",43.6631,-79.37457
"3356",10310520,105113908,"MADRAS MASALA","M",43.6629,-79.42184
"3357",10310777,105014587,"MAPLE LEAF HOUSE, GRILL AND LOUNGE","S",43.60205,-79.49853
"3358",10310950,105006600,"JERK KING","C",43.66015,-79.43462
"3359",10310954,105426319,"NOOK","S",43.64505,-79.3966
"3360",10311154,105006081,"THE PAINTED LADY","M",43.64911,-79.42078
"3361",10311684,105096941,"FOOD BASICS","M",43.77012,-79.1849
"3362",10311693,105116097,"JIM'S NO FRILLS","NA",43.63188,-79.51849
"3363",10311750,105388546,"THE CREATIVE PRESCHOOL OF EAST TORONTO","M",43.67915,-79.33664
"3364",10311924,105082811,"KOSHER AND NATURAL FOODS","NA",43.72331,-79.43036
"3365",10312044,105240140,"THE EMPIRE 1","C",43.66091,-79.43105
"3366",10312078,105256305,"MILDRED'S TEMPLE KITCHEN","M",43.64007,-79.41982
"3367",10312132,105137110,"GOLDEN STAR RESTAURANT","M",43.75046,-79.54239
"3368",10312742,105304010,"YORKMINSTER PARK MEALS ON WHEELS","NA",43.69053,-79.39423
"3369",10312757,105286577,"WALMART","NA",43.70956,-79.47437
"3370",10314133,105086729,"DAVE'S NO FRILLS","NA",43.75855,-79.23029
"3371",10314199,105106851,"FOODY MART","S",43.81553,-79.32202
"3372",10314323,105034810,"OLD PARK PHARMACY","NA",43.70019,-79.43038
"3373",10314405,105038583,"CANBE FOOD INC.","S",43.77385,-79.24619
"3374",10315167,105277442,"MARKHAM DANFORTH FOOD MARKET","M",43.76145,-79.22418
"3375",10315168,105331673,"Y.M.C.A. SCHOOL AGE PROGRAM","S",43.65665,-79.57672
"3376",10315261,105005015,"MERMAID CAFE","M",43.61522,-79.37728
"3377",10315506,105146221,"CENTRO ABRUZZO CHILD CARE CENTRE","NA",43.72052,-79.48227
"3378",10315899,105202976,"CHARLIE'S MEATS","S",43.75855,-79.23029
"3379",10315960,105116944,"LE PETIT CHAPERON ROUGE","NA",43.68734,-79.33054
"3380",10316225,105240701,"STARBUCKS COFFEE","S",43.75534,-79.44086
"3381",10316297,105056472,"FLEMINGDON PARK GOLF CLUB","M",43.72179,-79.32737
"3382",10316709,105043896,"TIM'S MINI MART","NA",43.60431,-79.49383
"3383",10316872,105199883,"THE CHEF'S HOUSE","NA",43.65109,-79.36906
"3384",10316902,105159468,"TINNEL'S WEST INDIAN TAKE OUT","M",43.76769,-79.54231
"3385",10317026,105019307,"CHIPOTLE MEXICAN GRILL","M",43.65687,-79.38095
"3386",10317446,105069866,"THE YORK SCHOOL","NA",43.68461,-79.39307
"3387",10317494,105381482,"PLASP JAMES CULNAN CATHOLIC SCHOOL/ BEFORE AND AFTER SCHOOL PROGRAM","M",43.66112,-79.48559
"3388",10317625,105294206,"TIM HORTONS","NA",43.75125,-79.26434
"3389",10317747,105013584,"SOUL BAGEL","S",43.72904,-79.43169
"3390",10317997,105026206,"SWISS CHALET - FB 430 - CNE 2024","NA",43.6372,-79.41004
"3391",10318004,105025882,"PHO 88 - FB  308 - CNE 2024","NA",43.6372,-79.41004
"3392",10318016,105086821,"ROYAL CANADIAN LEGION","S",43.68795,-79.29672
"3393",10318159,105001003,"SUNSET GRILL","M",43.65143,-79.3793
"3394",10318553,105073265,"MCDONALD'S","NA",43.68794,-79.39303
"3395",10318563,105063265,"GATEWAY NEWSTANDS","NA",43.64873,-79.38376
"3396",10318598,105152610,"TIM HORTONS","S",43.73458,-79.61732
"3397",10318603,105291069,"ON THE RUN - ESSO STATION","NA",43.73458,-79.61732
"3398",10318628,105093295,"19TH HOLE SPORTS BAR AND GRILL","NA",43.68279,-79.46394
"3399",10318630,105337197,"JACK ASTOR'S BAR & GRILL","C",43.73644,-79.34423
"3400",10318785,105078390,"PIZZA PIZZA","NA",43.65882,-79.3512
"3401",10319067,105040155,"GATEWAY NEWSTAND","NA",43.65703,-79.45278
"3402",10319327,105078519,"SHOPPERS DRUG MART","NA",43.72516,-79.23097
"3403",10319449,105373058,"SPICE IS RITE","M",43.74731,-79.28383
"3404",10319713,105110174,"SOUTH ASIA MALAYSIAN CUISINE","S",43.81499,-79.29332
"3405",10319734,105236402,"TIM HORTONS","S",43.65097,-79.44001
"3406",10319751,105479166,"GRILL TIME GOURMET MEAT SHOPS","S",43.70473,-79.36167
"3407",10319939,105024472,"PIZZA PIZZA","S",43.80752,-79.17593
"3408",10320165,104997156,"KESTREL BAKERY","NA",43.75962,-79.59301
